Product_Code,Product_Name,Category,Cost_Price,Selling_Price
SKU-12561,Nova Slim Cable - Grey,Electronic accessories,74.72,110.81
SKU-12562,Golden Roasted Chocolate - 500g,Food and beverages,10.25,12.74
SKU-12563,Velocity Waterproof Yoga Mat - Neon Green,Sports and travel,69.16,108.12
SKU-12564,Classic Vintage Watch - Silver,Fashion accessories,78.47,107.97
SKU-12565,Giga Wireless Adapter - Black,Electronic accessories,55.6,80.18
SKU-12566,Golden Gluten-Free Chocolate - 500ml,Food and beverages,19.66,24.06
SKU-12567,Pulse Mini Mouse - Red,Electronic accessories,52.22,76.71
SKU-12568,FarmFresh Roasted Cookies - Pack of 6,Food and beverages,15.97,18.84
SKU-12569,Glow Vitamin C Serum - Travel Size,Health and beauty,55.63,77.07
SKU-12570,Aura Vitamin C Conditioner - 200ml,Health and beauty,56.92,77.61
SKU-12571,ProFit Breathable Gym Bag - Grey,Sports and travel,27.51,40.43
SKU-12572,Vogue Vintage Belt - Gold,Fashion accessories,36.71,52.67
SKU-12573,Essence Organic Perfume - 200ml,Health and beauty,15.66,21.27
SKU-12574,Clear Organic Serum - Travel Size,Health and beauty,36.18,48.3
SKU-12575,Chic Denim Backpack - Gold (V70),Fashion accessories,56.86,89.86
SKU-12576,HomeStyle Stainless Steel Wall Clock - White,Home and lifestyle,12.27,19.23
SKU-12577,Urban Silk Gloves - Rose Gold,Fashion accessories,41.88,64.11
SKU-12578,Essence Soothing Lip Balm - 200ml,Health and beauty,48.36,71.76
SKU-12579,Velocity Heavy-Duty Tent - Orange,Sports and travel,72.17,110.32
SKU-12580,Modern Glass Table Lamp - White,Home and lifestyle,57.43,83.81
SKU-12581,Active Compact Travel Pillow - Neon Green,Sports and travel,62.78,86.25
SKU-12582,Pulse Mini Webcam - White,Electronic accessories,95.25,131.93
SKU-12583,Tasty Salted Olive Oil - 250g,Food and beverages,12.3,14.4
SKU-12584,Trendy Denim Tie - Gold,Fashion accessories,28.81,37.75
SKU-12585,Golden Spicy Cookies - Pack of 6,Food and beverages,3.19,3.75
SKU-12586,Eco Wireless Keyboard - Silver,Electronic accessories,31.81,44.45
SKU-12587,Derma Organic Conditioner - Pack of 2,Health and beauty,64.03,82.55
SKU-12588,Giga Heavy Duty Power Bank - Blue,Electronic accessories,111.06,136.95
SKU-12589,Pure Vitamin C Body Wash - 200ml,Health and beauty,73.89,97.07
SKU-12590,Cozy Cotton Storage Box - Clear,Home and lifestyle,34.64,49.48
SKU-12591,Chic Denim Tie - Black,Fashion accessories,50.3,75.34
SKU-12592,Derma Soothing Lip Balm - 100ml (V50),Health and beauty,67.63,97.18
SKU-12593,Velocity Lightweight Jump Rope - Black,Sports and travel,49.14,62.17
SKU-12594,Chic Silk Gloves - Rose Gold,Fashion accessories,54.0,71.47
SKU-12595,Organic Gluten-Free Green Tea - Pack of 6,Food and beverages,18.45,21.28
SKU-12596,Daily Crunchy Olive Oil - 500ml (V83),Food and beverages,18.11,21.41
SKU-12597,Luxe Silk Backpack - Rose Gold (V91),Fashion accessories,34.72,46.82
SKU-12598,Luxe Leather Handbag - Silver,Fashion accessories,26.06,34.79
SKU-12599,Premium Vegan Coffee Beans - 500ml,Food and beverages,15.96,18.8
SKU-12600,Urban Minimalist Cushion - Oak,Home and lifestyle,54.87,75.3
SKU-12601,Aero Durable Resistance Bands - Red,Sports and travel,40.01,62.44
SKU-12602,Glow Vitamin C Sunscreen - 150g,Health and beauty,74.46,116.19
SKU-12603,Pulse Bluetooth Speaker - White,Electronic accessories,37.31,46.32
SKU-12604,LuxeHome Minimalist Bed Sheets - Beige,Home and lifestyle,76.37,118.82
SKU-12605,Golden Salted Juice - 500g,Food and beverages,9.73,11.33
SKU-12606,Organic Salted Green Tea - 500ml,Food and beverages,11.61,14.62
SKU-12607,Vogue Polarized Gloves - Brown,Fashion accessories,42.27,65.35
SKU-12608,HomeStyle Wooden Vase - Beige (V85),Home and lifestyle,45.1,69.36
SKU-12609,Glow Oil-Free Perfume - 150g,Health and beauty,36.57,48.56
SKU-12610,Eco Slim Headphones - Silver,Electronic accessories,30.49,39.22
SKU-12611,Cyber Portable Headphones - Silver (V13),Electronic accessories,103.0,136.45
SKU-12612,Summit Heavy-Duty Gym Bag - Red,Sports and travel,44.45,70.31
SKU-12613,ProFit Heavy-Duty Tent - Red,Sports and travel,28.36,41.59
SKU-12614,Luxe Polarized Wallet - Brown,Fashion accessories,67.85,92.45
SKU-12615,Pure Vegan Juice - 1Kg,Food and beverages,4.25,5.41
SKU-12616,Premium Sweet Coffee Beans - 500ml,Food and beverages,12.88,15.43
SKU-12617,Nova Heavy Duty Cable - Silver,Electronic accessories,15.43,22.95
SKU-12618,Vogue Silk Sunglasses - Gold (V42),Fashion accessories,21.17,26.8
SKU-12619,Aura Organic Face Cream - Pack of 2,Health and beauty,59.67,85.42
SKU-12620,Classic Ceramic Vase - Grey,Home and lifestyle,53.87,77.84
SKU-12621,Tasty Crunchy Pasta - 1Kg,Food and beverages,13.12,16.3
SKU-12622,Aero Compact Gym Bag - Blue,Sports and travel,53.02,74.44
SKU-12623,Organic Roasted Almonds - 500ml (V54),Food and beverages,19.67,25.12
SKU-12624,Cozy Cotton Table Lamp - Black,Home and lifestyle,54.89,84.43
SKU-12625,Luxe Denim Handbag - Rose Gold,Fashion accessories,9.93,12.65
SKU-12626,Elite Leather Watch - Black,Fashion accessories,34.64,52.85
SKU-12627,HomeStyle Stainless Steel Coffee Mug - Black,Home and lifestyle,10.13,12.77
SKU-12628,Essence Vitamin C Shampoo - 50ml,Health and beauty,6.02,8.93
SKU-12629,Cozy Glass Table Lamp - Grey,Home and lifestyle,57.82,80.93
SKU-12630,Pure Anti-Aging Body Lotion - 200ml (V97),Health and beauty,72.8,99.76
SKU-12631,Summit Waterproof Travel Pillow - Grey,Sports and travel,76.21,117.47
SKU-12632,Ultra Bluetooth Webcam - Black,Electronic accessories,17.37,22.06
SKU-12633,Summit Ergonomic Jump Rope - Grey,Sports and travel,34.18,51.4
SKU-12634,Pure Roasted Cookies - 500ml,Food and beverages,16.12,20.46
SKU-12635,Chic Vintage Tie - Navy,Fashion accessories,53.95,83.42
SKU-12636,Motion Lightweight Yoga Mat - Black,Sports and travel,57.68,76.35
SKU-12637,Elite Vintage Watch - Rose Gold (V14),Fashion accessories,11.83,16.03
SKU-12638,Daily Roasted Cereal - Pack of 6,Food and beverages,10.7,12.48
SKU-12639,Luxe Leather Hat - Gold,Fashion accessories,12.16,18.12
SKU-12640,Premium Salted Cookies - 500g,Food and beverages,2.87,3.41
SKU-12641,FarmFresh Gluten-Free Cookies - 500ml,Food and beverages,14.51,18.81
SKU-12642,Essence Organic Conditioner - 150g,Health and beauty,26.69,41.56
SKU-12643,Zen Ceramic Table Lamp - Oak,Home and lifestyle,30.34,41.47
SKU-12644,Elite Vintage Belt - Black,Fashion accessories,23.99,30.01
SKU-12645,Velocity Breathable Tent - Black,Sports and travel,7.04,11.12
SKU-12646,Cozy Glass Bed Sheets - Beige,Home and lifestyle,17.13,25.82
SKU-12647,Cyber Slim Mouse - Red,Electronic accessories,16.32,24.26
SKU-12648,Radiant Natural Shampoo - 150g,Health and beauty,42.75,61.7
SKU-12649,Eco Wireless Cable - Black,Electronic accessories,41.99,54.2
SKU-12650,Vogue Canvas Wallet - Silver,Fashion accessories,47.75,66.32
SKU-12651,Chic Canvas Handbag - Brown,Fashion accessories,28.42,38.83
SKU-12652,Eco Mini Headphones - Blue,Electronic accessories,44.89,59.21
SKU-12653,HomeStyle Glass Towel Set - White (V82),Home and lifestyle,22.65,31.21
SKU-12654,Summit Ergonomic Yoga Mat - Orange,Sports and travel,5.57,7.8
SKU-12655,Clear Soothing Sunscreen - Pack of 2,Health and beauty,38.82,60.36
SKU-12656,Retro Vintage Scarf - Black,Fashion accessories,30.53,47.1
SKU-12657,Urban Glass Bed Sheets - Grey,Home and lifestyle,13.72,17.99
SKU-12658,Zen Minimalist Cushion - Oak (V47),Home and lifestyle,37.54,48.67
SKU-12659,LuxeHome Rustic Storage Box - Grey,Home and lifestyle,75.5,109.91
SKU-12660,Smart Portable Mouse - Black,Electronic accessories,30.3,43.68
SKU-12661,Vogue Cotton Belt - Brown,Fashion accessories,16.74,26.46
SKU-12662,HomeStyle Rustic Cushion - Oak,Home and lifestyle,42.62,66.63
SKU-12663,Clear Soothing Shampoo - 50ml,Health and beauty,29.63,42.59
SKU-12664,Trek Ergonomic Yoga Mat - Orange (V13),Sports and travel,19.53,26.04
SKU-12665,Essence Natural Serum - Pack of 2,Health and beauty,40.92,60.31
SKU-12666,Essence Organic Shampoo - 50ml,Health and beauty,71.68,114.05
SKU-12667,Urban Ceramic Coffee Mug - Grey,Home and lifestyle,73.63,97.81
SKU-12668,Luxe Silk Watch - Black,Fashion accessories,60.24,94.73
SKU-12669,FarmFresh Vegan Green Tea - 500ml,Food and beverages,2.36,3.01
SKU-12670,Aura Organic Conditioner - Travel Size,Health and beauty,60.16,93.31
SKU-12671,Premium Sweet Almonds - 500g,Food and beverages,16.8,21.64
SKU-12672,EcoLiving Minimalist Towel Set - Grey,Home and lifestyle,23.62,36.39
SKU-12673,Cozy Minimalist Coffee Mug - Beige (V6),Home and lifestyle,20.53,27.47
SKU-12674,Trek Breathable Yoga Mat - Red,Sports and travel,67.76,92.34
SKU-12675,Giga Mini Mouse - Black,Electronic accessories,71.47,105.46
SKU-12676,Derma Vitamin C Serum - 150g,Health and beauty,24.46,30.99
SKU-12677,Peak Lightweight Yoga Mat - Grey,Sports and travel,49.56,71.33
SKU-12678,Motion Durable Resistance Bands - Grey,Sports and travel,53.37,76.72
SKU-12679,Cyber Fast-Charging Webcam - Silver,Electronic accessories,122.39,177.23
SKU-12680,Modern Rustic Bed Sheets - Oak,Home and lifestyle,27.06,42.73
SKU-12681,EcoLiving Ceramic Candle - Black,Home and lifestyle,6.84,9.54
SKU-12682,Peak Ergonomic Jump Rope - Grey,Sports and travel,65.21,81.87
SKU-12683,Active Ergonomic Dumbbells - Red (V11),Sports and travel,23.12,30.09
SKU-12684,TechPro Wireless Power Bank - Silver,Electronic accessories,146.57,187.08
SKU-12685,Glow Oil-Free Body Lotion - 100ml,Health and beauty,25.83,39.55
SKU-12686,Retro Polarized Tie - Black,Fashion accessories,68.41,101.91
SKU-12687,Smart Slim Adapter - Silver,Electronic accessories,118.8,147.76
SKU-12688,FarmFresh Spicy Cookies - 1Kg,Food and beverages,18.04,22.58
SKU-12689,Essence Oil-Free Deodorant - 100ml (V67),Health and beauty,55.65,79.89
SKU-12690,Trendy Vintage Hat - Brown,Fashion accessories,64.87,82.37
SKU-12691,Velocity Durable Yoga Mat - Grey,Sports and travel,69.88,98.02
SKU-12692,Tasty Gluten-Free Green Tea - 1Kg,Food and beverages,5.04,6.3
SKU-12693,Aero Ergonomic Travel Pillow - Grey (V16),Sports and travel,46.63,67.99
SKU-12694,Luxe Silk Watch - Silver,Fashion accessories,28.26,42.64
SKU-12695,Vital Organic Sunscreen - Pack of 2,Health and beauty,36.1,55.25
SKU-12696,Active Waterproof Water Bottle - Orange,Sports and travel,21.68,30.75
SKU-12697,Ultra Wireless Earbuds - Black,Electronic accessories,30.31,43.9
SKU-12698,Retro Polarized Tie - Black (V43),Fashion accessories,32.27,42.36
SKU-12699,Eco Fast-Charging Webcam - Black,Electronic accessories,84.09,124.76
SKU-12700,Active Lightweight Resistance Bands - Orange,Sports and travel,14.12,21.62
SKU-12701,Giga Wireless Mouse - Silver,Electronic accessories,114.68,141.17
SKU-12702,Smart Fast-Charging Keyboard - Blue (V40),Electronic accessories,52.12,65.76
SKU-12703,Vital Organic Perfume - Pack of 2,Health and beauty,72.39,93.46
SKU-12704,Daily Spicy Cookies - Pack of 6,Food and beverages,17.91,20.64
SKU-12705,Peak Lightweight Backpack - Red,Sports and travel,54.67,79.35
SKU-12706,Nova Wireless Webcam - Grey (V64),Electronic accessories,49.7,60.57
SKU-12707,Golden Sweet Juice - 500ml (V45),Food and beverages,1.53,1.88
SKU-12708,Urban Silk Belt - Silver,Fashion accessories,19.13,26.21
SKU-12709,Classic Denim Sunglasses - Navy,Fashion accessories,49.31,75.87
SKU-12710,Pulse Portable Speaker - White,Electronic accessories,112.48,139.15
SKU-12711,Nature's Crunchy Almonds - 1Kg,Food and beverages,2.26,2.63
SKU-12712,Eco Wireless Keyboard - Blue,Electronic accessories,28.93,42.23
SKU-12713,Classic Silk Hat - Black,Fashion accessories,21.9,27.71
SKU-12714,Peak Heavy-Duty Dumbbells - Red,Sports and travel,46.15,72.22
SKU-12715,Classic Ceramic Storage Box - Grey,Home and lifestyle,6.38,9.42
SKU-12716,Ultra Slim Earbuds - Red,Electronic accessories,50.94,71.46
SKU-12717,Daily Roasted Olive Oil - 250g (V58),Food and beverages,5.69,7.34
SKU-12718,Radiant Oil-Free Lip Balm - 50ml,Health and beauty,48.71,64.13
SKU-12719,Active Waterproof Yoga Mat - Red,Sports and travel,72.24,91.95
SKU-12720,Aero Heavy-Duty Water Bottle - Blue,Sports and travel,41.67,55.36
SKU-12721,TechPro Heavy Duty Mouse - Black,Electronic accessories,140.2,188.61
SKU-12722,Aero Breathable Sleeping Bag - Grey,Sports and travel,54.46,79.01
SKU-12723,Eco Portable Speaker - Red,Electronic accessories,54.28,75.46
SKU-12724,Trek Breathable Gym Bag - Red,Sports and travel,45.85,68.24
SKU-12725,Aura Anti-Aging Shampoo - 150g,Health and beauty,35.77,51.5
SKU-12726,Essence Vitamin C Sunscreen - 100ml,Health and beauty,46.92,67.9
SKU-12727,Premium Spicy Olive Oil - 500g,Food and beverages,2.84,3.44
SKU-12728,Giga Mini Speaker - Red,Electronic accessories,82.4,104.9
SKU-12729,Organic Gluten-Free Juice - 250g,Food and beverages,16.72,19.84
SKU-12730,Golden Crunchy Olive Oil - 250g,Food and beverages,8.98,11.5
SKU-12731,Daily Gluten-Free Juice - Pack of 6,Food and beverages,8.69,10.92
SKU-12732,Essence Organic Serum - 100ml,Health and beauty,68.91,90.12
SKU-12733,Clear Soothing Shampoo - 100ml (V71),Health and beauty,54.45,76.78
SKU-12734,Essence Oil-Free Perfume - 150g,Health and beauty,55.12,86.62
SKU-12735,Motion Waterproof Gym Bag - Blue,Sports and travel,66.83,89.24
SKU-12736,Trendy Vintage Handbag - Silver,Fashion accessories,32.57,43.01
SKU-12737,Urban Ceramic Towel Set - White,Home and lifestyle,12.3,16.61
SKU-12738,Derma Anti-Aging Sunscreen - 200ml,Health and beauty,78.19,106.7
SKU-12739,Velocity Waterproof Jump Rope - Red,Sports and travel,27.18,34.81
SKU-12740,Glow Hydrating Serum - 50ml,Health and beauty,72.87,107.23
SKU-12741,Retro Canvas Scarf - Gold,Fashion accessories,56.29,88.26
SKU-12742,Glow Soothing Sunscreen - 200ml,Health and beauty,40.96,61.72
SKU-12743,Cozy Stainless Steel Vase - Beige,Home and lifestyle,22.66,28.89
SKU-12744,Glow Oil-Free Deodorant - 150g,Health and beauty,31.85,49.84
SKU-12745,Pulse Slim Mouse - Grey,Electronic accessories,30.74,43.42
SKU-12746,Active Compact Jump Rope - Red,Sports and travel,11.33,17.98
SKU-12747,Ultra Wireless Earbuds - Grey,Electronic accessories,48.6,69.18
SKU-12748,Active Ergonomic Backpack - Neon Green,Sports and travel,36.69,54.86
SKU-12749,Pure Sweet Green Tea - 1L,Food and beverages,7.9,10.02
SKU-12750,Velocity Ergonomic Dumbbells - Grey,Sports and travel,54.2,85.82
SKU-12751,Zen Ceramic Candle - Beige,Home and lifestyle,9.23,14.63
SKU-12752,Glow Oil-Free Body Wash - 50ml,Health and beauty,51.12,70.43
SKU-12753,Motion Durable Tent - Black,Sports and travel,17.78,28.45
SKU-12754,ProFit Durable Dumbbells - Red,Sports and travel,16.3,24.82
SKU-12755,TechPro Bluetooth Charger - White,Electronic accessories,47.61,69.26
SKU-12756,Classic Cotton Bed Sheets - Black,Home and lifestyle,66.52,85.16
SKU-12757,Retro Polarized Hat - Gold,Fashion accessories,30.76,47.99
SKU-12758,Modern Rustic Vase - Beige (V12),Home and lifestyle,46.59,68.08
SKU-12759,Trek Compact Resistance Bands - Neon Green,Sports and travel,45.34,58.02
SKU-12760,Golden Spicy Olive Oil - 500ml,Food and beverages,14.18,18.36
SKU-12761,Pulse Heavy Duty Speaker - Grey,Electronic accessories,34.74,50.27
SKU-12762,Zen Cotton Table Lamp - Oak,Home and lifestyle,46.4,65.8
SKU-12763,Cozy Stainless Steel Wall Clock - Grey,Home and lifestyle,62.24,83.38
SKU-12764,Pure Vitamin C Deodorant - Travel Size,Health and beauty,73.44,93.17
SKU-12765,Radiant Anti-Aging Deodorant - 200ml,Health and beauty,73.82,96.14
SKU-12766,Classic Vintage Tie - Rose Gold (V20),Fashion accessories,57.81,78.98
SKU-12767,Pure Sweet Pasta - 500g,Food and beverages,12.57,16.07
SKU-12768,Pure Crunchy Chocolate - Pack of 6,Food and beverages,5.04,6.44
SKU-12769,Classic Leather Gloves - Navy,Fashion accessories,75.54,115.36
SKU-12770,Cozy Minimalist Storage Box - Clear (V53),Home and lifestyle,77.87,120.8
SKU-12771,EcoLiving Ceramic Wall Clock - Grey,Home and lifestyle,42.78,66.18
SKU-12772,Vogue Denim Handbag - Black,Fashion accessories,38.28,58.17
SKU-12773,Essence Hydrating Deodorant - 150g,Health and beauty,34.41,51.58
SKU-12774,Glow Soothing Shampoo - Pack of 2,Health and beauty,60.4,78.99
SKU-12775,Aero Compact Tent - Red,Sports and travel,47.26,72.74
SKU-12776,ProFit Compact Backpack - Red,Sports and travel,33.53,50.96
SKU-12777,Classic Vintage Handbag - Silver (V48),Fashion accessories,8.02,11.28
SKU-12778,Clear Vitamin C Body Wash - Travel Size,Health and beauty,39.5,59.99
SKU-12779,Pure Spicy Juice - 1L,Food and beverages,11.93,14.48
SKU-12780,Eco Bluetooth Keyboard - Red (V41),Electronic accessories,30.1,38.93
SKU-12781,Cyber Wireless Charger - Silver,Electronic accessories,72.42,88.01
SKU-12782,Golden Spicy Honey - 500g,Food and beverages,16.47,19.39
SKU-12783,Urban Glass Vase - Black,Home and lifestyle,43.45,65.73
SKU-12784,Tasty Sweet Cereal - 500g,Food and beverages,1.11,1.39
SKU-12785,Zen Minimalist Table Lamp - Oak (V51),Home and lifestyle,23.67,31.41
SKU-12786,Daily Spicy Juice - 500ml (V87),Food and beverages,4.09,5.2
SKU-12787,Daily Salted Juice - 250g,Food and beverages,15.22,17.9
SKU-12788,Aero Durable Sleeping Bag - Neon Green,Sports and travel,74.27,104.07
SKU-12789,Nova Bluetooth Webcam - White,Electronic accessories,39.85,51.17
SKU-12790,Daily Vegan Green Tea - 250g,Food and beverages,19.84,25.21
SKU-12791,Modern Wooden Table Lamp - Black,Home and lifestyle,9.93,13.62
SKU-12792,Giga Wireless Headphones - Black,Electronic accessories,13.24,17.78
SKU-12793,Retro Vintage Wallet - Rose Gold,Fashion accessories,75.17,109.62
SKU-12794,Aero Breathable Resistance Bands - Red,Sports and travel,37.93,49.43
SKU-12795,Summit Durable Tent - Neon Green,Sports and travel,49.23,73.2
SKU-12796,Pulse Slim Earbuds - Black,Electronic accessories,145.99,177.85
SKU-12797,Eco Wireless Headphones - Red,Electronic accessories,44.59,58.31
SKU-12798,Organic Spicy Coffee Beans - 1L,Food and beverages,3.89,4.83
SKU-12799,Derma Soothing Lip Balm - 150g,Health and beauty,64.01,99.87
SKU-12800,Cozy Minimalist Bed Sheets - Clear,Home and lifestyle,21.32,30.06
SKU-12801,Aero Ergonomic Resistance Bands - Orange,Sports and travel,61.36,89.67
SKU-12802,Retro Silk Backpack - Gold,Fashion accessories,11.24,17.06
SKU-12803,Peak Ergonomic Tent - Orange,Sports and travel,52.98,75.08
SKU-12804,Radiant Natural Sunscreen - 200ml,Health and beauty,54.73,68.68
SKU-12805,Cyber Bluetooth Adapter - Silver,Electronic accessories,29.01,35.89
SKU-12806,Summit Lightweight Dumbbells - Black,Sports and travel,33.23,47.01
SKU-12807,Clear Oil-Free Sunscreen - 100ml,Health and beauty,33.45,52.37
SKU-12808,Urban Leather Wallet - Navy,Fashion accessories,72.03,99.71
SKU-12809,Aura Organic Face Cream - Pack of 2 (V51),Health and beauty,54.17,80.15
SKU-12810,Vital Anti-Aging Conditioner - 50ml,Health and beauty,5.35,6.83
SKU-12811,Trek Ergonomic Resistance Bands - Blue (V64),Sports and travel,28.59,43.69
SKU-12812,Clear Oil-Free Sunscreen - 200ml,Health and beauty,71.63,103.04
SKU-12813,Cozy Ceramic Towel Set - Black,Home and lifestyle,62.25,94.35
SKU-12814,Vogue Leather Sunglasses - Navy,Fashion accessories,34.19,43.96
SKU-12815,Luxe Leather Scarf - Navy (V96),Fashion accessories,56.64,79.95
SKU-12816,Luxe Vintage Sunglasses - Gold,Fashion accessories,45.65,71.09
SKU-12817,Clear Vitamin C Deodorant - 150g (V72),Health and beauty,52.86,68.18
SKU-12818,Pure Oil-Free Body Wash - Pack of 2,Health and beauty,68.6,85.84
SKU-12819,Urban Ceramic Cushion - Clear,Home and lifestyle,20.72,31.42
SKU-12820,Modern Minimalist Vase - Grey,Home and lifestyle,35.97,54.19
SKU-12821,Eco Heavy Duty Adapter - Silver,Electronic accessories,49.06,68.56
SKU-12822,Pure Salted Coffee Beans - 1Kg,Food and beverages,16.76,19.55
SKU-12823,Velocity Durable Water Bottle - Orange,Sports and travel,76.4,105.96
SKU-12824,Motion Lightweight Sleeping Bag - Blue,Sports and travel,11.22,17.07
SKU-12825,Velocity Waterproof Yoga Mat - Orange (V17),Sports and travel,34.33,49.28
SKU-12826,LuxeHome Glass Picture Frame - Oak,Home and lifestyle,28.16,38.03
