Product_Code,Product_Name,Category,Cost_Price,Stock
SKU-12632,Ultra Bluetooth Webcam - Black,Electronic accessories,17.37,5
SKU-12633,Summit Ergonomic Jump Rope - Grey,Sports and travel,34.18,7
SKU-12634,Pure Roasted Cookies - 500ml,Food and beverages,16.12,6
SKU-12635,Chic Vintage Tie - Navy,Fashion accessories,53.95,11
SKU-12636,Motion Lightweight Yoga Mat - Black,Sports and travel,57.68,21
SKU-12637,Elite Vintage Watch - Rose Gold (V14),Fashion accessories,11.83,5
SKU-12638,Daily Roasted Cereal - Pack of 6,Food and beverages,10.7,31
SKU-12639,Luxe Leather Hat - Gold,Fashion accessories,12.16,25
SKU-12640,Premium Salted Cookies - 500g,Food and beverages,2.87,28
SKU-12641,FarmFresh Gluten-Free Cookies - 500ml,Food and beverages,14.51,41
SKU-12642,Essence Organic Conditioner - 150g,Health and beauty,26.69,5
SKU-12643,Zen Ceramic Table Lamp - Oak,Home and lifestyle,30.34,5
SKU-12644,Elite Vintage Belt - Black,Fashion accessories,23.99,17
SKU-12645,Velocity Breathable Tent - Black,Sports and travel,7.04,5
SKU-12646,Cozy Glass Bed Sheets - Beige,Home and lifestyle,17.13,12
SKU-12647,Cyber Slim Mouse - Red,Electronic accessories,16.32,12
SKU-12648,Radiant Natural Shampoo - 150g,Health and beauty,42.75,12
SKU-12649,Eco Wireless Cable - Black,Electronic accessories,41.99,15
SKU-12650,Vogue Canvas Wallet - Silver,Fashion accessories,47.75,1
SKU-12651,Chic Canvas Handbag - Brown,Fashion accessories,28.42,3
SKU-12652,Eco Mini Headphones - Blue,Electronic accessories,44.89,3
SKU-12653,HomeStyle Glass Towel Set - White (V82),Home and lifestyle,22.65,28
SKU-12654,Summit Ergonomic Yoga Mat - Orange,Sports and travel,5.57,8
SKU-12655,Clear Soothing Sunscreen - Pack of 2,Health and beauty,38.82,6
SKU-12656,Retro Vintage Scarf - Black,Fashion accessories,30.53,71
SKU-12657,Urban Glass Bed Sheets - Grey,Home and lifestyle,13.72,32
SKU-12658,Zen Minimalist Cushion - Oak (V47),Home and lifestyle,37.54,197
SKU-12659,LuxeHome Rustic Storage Box - Grey,Home and lifestyle,75.5,19
SKU-12660,Smart Portable Mouse - Black,Electronic accessories,30.3,8
SKU-12661,Vogue Cotton Belt - Brown,Fashion accessories,16.74,'-5
SKU-12662,HomeStyle Rustic Cushion - Oak,Home and lifestyle,42.62,1
SKU-12663,Clear Soothing Shampoo - 50ml,Health and beauty,29.63,11
SKU-12664,Trek Ergonomic Yoga Mat - Orange (V13),Sports and travel,19.53,5
SKU-12665,Essence Natural Serum - Pack of 2,Health and beauty,40.92,24
SKU-12666,Essence Organic Shampoo - 50ml,Health and beauty,71.68,132
SKU-12667,Urban Ceramic Coffee Mug - Grey,Home and lifestyle,73.63,8
SKU-12668,Luxe Silk Watch - Black,Fashion accessories,60.24,6
SKU-12669,FarmFresh Vegan Green Tea - 500ml,Food and beverages,2.36,6
SKU-12670,Aura Organic Conditioner - Travel Size,Health and beauty,60.16,4
SKU-12671,Premium Sweet Almonds - 500g,Food and beverages,16.8,6
SKU-12672,EcoLiving Minimalist Towel Set - Grey,Home and lifestyle,23.62,8
SKU-12673,Cozy Minimalist Coffee Mug - Beige (V6),Home and lifestyle,20.53,9
SKU-12674,Trek Breathable Yoga Mat - Red,Sports and travel,67.76,4
SKU-12675,Giga Mini Mouse - Black,Electronic accessories,71.47,4
SKU-12676,Derma Vitamin C Serum - 150g,Health and beauty,24.46,11
SKU-12677,Peak Lightweight Yoga Mat - Grey,Sports and travel,49.56,8
SKU-12678,Motion Durable Resistance Bands - Grey,Sports and travel,53.37,26
SKU-12679,Cyber Fast-Charging Webcam - Silver,Electronic accessories,122.39,12
SKU-12680,Modern Rustic Bed Sheets - Oak,Home and lifestyle,27.06,24
SKU-12681,EcoLiving Ceramic Candle - Black,Home and lifestyle,6.84,10
SKU-12682,Peak Ergonomic Jump Rope - Grey,Sports and travel,65.21,19
SKU-12683,Active Ergonomic Dumbbells - Red (V11),Sports and travel,23.12,15
SKU-12684,TechPro Wireless Power Bank - Silver,Electronic accessories,146.57,2
SKU-12685,Glow Oil-Free Body Lotion - 100ml,Health and beauty,25.83,4
SKU-12686,Retro Polarized Tie - Black,Fashion accessories,68.41,5
SKU-12687,Smart Slim Adapter - Silver,Electronic accessories,118.8,3
SKU-12688,FarmFresh Spicy Cookies - 1Kg,Food and beverages,18.04,7
SKU-12689,Essence Oil-Free Deodorant - 100ml (V67),Health and beauty,55.65,3
SKU-12690,Trendy Vintage Hat - Brown,Fashion accessories,64.87,3
SKU-12691,Velocity Durable Yoga Mat - Grey,Sports and travel,69.88,4
SKU-12692,Tasty Gluten-Free Green Tea - 1Kg,Food and beverages,5.04,8
SKU-12693,Aero Ergonomic Travel Pillow - Grey (V16),Sports and travel,46.63,28
SKU-12694,Luxe Silk Watch - Silver,Fashion accessories,28.26,73
SKU-12695,Vital Organic Sunscreen - Pack of 2,Health and beauty,36.1,60
SKU-12696,Active Waterproof Water Bottle - Orange,Sports and travel,21.68,54
SKU-12697,Ultra Wireless Earbuds - Black,Electronic accessories,30.31,33
SKU-12698,Retro Polarized Tie - Black (V43),Fashion accessories,32.27,55
SKU-12699,Eco Fast-Charging Webcam - Black,Electronic accessories,84.09,36
SKU-12700,Active Lightweight Resistance Bands - Orange,Sports and travel,14.12,56
SKU-12701,Giga Wireless Mouse - Silver,Electronic accessories,114.68,20
SKU-12702,Smart Fast-Charging Keyboard - Blue (V40),Electronic accessories,52.12,11
SKU-12703,Vital Organic Perfume - Pack of 2,Health and beauty,72.39,4
SKU-12704,Daily Spicy Cookies - Pack of 6,Food and beverages,17.91,12
SKU-12705,Peak Lightweight Backpack - Red,Sports and travel,54.67,15
SKU-12706,Nova Wireless Webcam - Grey (V64),Electronic accessories,49.7,8
SKU-12707,Golden Sweet Juice - 500ml (V45),Food and beverages,1.53,12
SKU-12708,Urban Silk Belt - Silver,Fashion accessories,19.13,451
SKU-12709,Classic Denim Sunglasses - Navy,Fashion accessories,49.31,4
SKU-12710,Pulse Portable Speaker - White,Electronic accessories,112.48,14
SKU-12711,Nature's Crunchy Almonds - 1Kg,Food and beverages,2.26,5
SKU-12712,Eco Wireless Keyboard - Blue,Electronic accessories,28.93,6
SKU-12713,Classic Silk Hat - Black,Fashion accessories,21.9,8
SKU-12714,Peak Heavy-Duty Dumbbells - Red,Sports and travel,46.15,1
SKU-12715,Classic Ceramic Storage Box - Grey,Home and lifestyle,6.38,2
SKU-12716,Ultra Slim Earbuds - Red,Electronic accessories,50.94,113
SKU-12717,Daily Roasted Olive Oil - 250g (V58),Food and beverages,5.69,106
SKU-12718,Radiant Oil-Free Lip Balm - 50ml,Health and beauty,48.71,3
SKU-12719,Active Waterproof Yoga Mat - Red,Sports and travel,72.24,9
SKU-12720,Aero Heavy-Duty Water Bottle - Blue,Sports and travel,41.67,21
SKU-12721,TechPro Heavy Duty Mouse - Black,Electronic accessories,140.2,4
SKU-12722,Aero Breathable Sleeping Bag - Grey,Sports and travel,54.46,19
SKU-12723,Eco Portable Speaker - Red,Electronic accessories,54.28,39
SKU-12724,Trek Breathable Gym Bag - Red,Sports and travel,45.85,24
SKU-12725,Aura Anti-Aging Shampoo - 150g,Health and beauty,35.77,4
SKU-12726,Essence Vitamin C Sunscreen - 100ml,Health and beauty,46.92,7
SKU-12727,Premium Spicy Olive Oil - 500g,Food and beverages,2.84,4
SKU-12728,Giga Mini Speaker - Red,Electronic accessories,82.4,7
SKU-12729,Organic Gluten-Free Juice - 250g,Food and beverages,16.72,3
SKU-12730,Golden Crunchy Olive Oil - 250g,Food and beverages,8.98,10
SKU-12731,Daily Gluten-Free Juice - Pack of 6,Food and beverages,8.69,2
SKU-12732,Essence Organic Serum - 100ml,Health and beauty,68.91,7
SKU-12733,Clear Soothing Shampoo - 100ml (V71),Health and beauty,54.45,5
SKU-12734,Essence Oil-Free Perfume - 150g,Health and beauty,55.12,2
SKU-12735,Motion Waterproof Gym Bag - Blue,Sports and travel,66.83,10
SKU-12736,Trendy Vintage Handbag - Silver,Fashion accessories,32.57,12
SKU-12737,Urban Ceramic Towel Set - White,Home and lifestyle,12.3,9
SKU-12738,Derma Anti-Aging Sunscreen - 200ml,Health and beauty,78.19,1
SKU-12739,Velocity Waterproof Jump Rope - Red,Sports and travel,27.18,13
SKU-12740,Glow Hydrating Serum - 50ml,Health and beauty,72.87,4
SKU-12741,Retro Canvas Scarf - Gold,Fashion accessories,56.29,6
SKU-12742,Glow Soothing Sunscreen - 200ml,Health and beauty,40.96,1
SKU-12743,Cozy Stainless Steel Vase - Beige,Home and lifestyle,22.66,2
SKU-12744,Glow Oil-Free Deodorant - 150g,Health and beauty,31.85,1
SKU-12745,Pulse Slim Mouse - Grey,Electronic accessories,30.74,15
SKU-12746,Active Compact Jump Rope - Red,Sports and travel,11.33,13
SKU-12747,Ultra Wireless Earbuds - Grey,Electronic accessories,48.6,12
SKU-12748,Active Ergonomic Backpack - Neon Green,Sports and travel,36.69,13
SKU-12749,Pure Sweet Green Tea - 1L,Food and beverages,7.9,7
SKU-12750,Velocity Ergonomic Dumbbells - Grey,Sports and travel,54.2,2
SKU-12751,Zen Ceramic Candle - Beige,Home and lifestyle,9.23,1
SKU-12752,Glow Oil-Free Body Wash - 50ml,Health and beauty,51.12,5
SKU-12753,Motion Durable Tent - Black,Sports and travel,17.78,3
SKU-12754,ProFit Durable Dumbbells - Red,Sports and travel,16.3,8
SKU-12755,TechPro Bluetooth Charger - White,Electronic accessories,47.61,2
SKU-12756,Classic Cotton Bed Sheets - Black,Home and lifestyle,66.52,3
SKU-12757,Retro Polarized Hat - Gold,Fashion accessories,30.76,56
SKU-12758,Modern Rustic Vase - Beige (V12),Home and lifestyle,46.59,668
SKU-12759,Trek Compact Resistance Bands - Neon Green,Sports and travel,45.34,8
SKU-12760,Golden Spicy Olive Oil - 500ml,Food and beverages,14.18,14
SKU-12761,Pulse Heavy Duty Speaker - Grey,Electronic accessories,34.74,11
SKU-12762,Zen Cotton Table Lamp - Oak,Home and lifestyle,46.4,'-1
SKU-12763,Cozy Stainless Steel Wall Clock - Grey,Home and lifestyle,62.24,12
SKU-12764,Pure Vitamin C Deodorant - Travel Size,Health and beauty,73.44,10
SKU-12765,Radiant Anti-Aging Deodorant - 200ml,Health and beauty,73.82,23
SKU-12766,Classic Vintage Tie - Rose Gold (V20),Fashion accessories,57.81,8
SKU-12767,Pure Sweet Pasta - 500g,Food and beverages,12.57,13
SKU-12768,Pure Crunchy Chocolate - Pack of 6,Food and beverages,5.04,6
SKU-12769,Classic Leather Gloves - Navy,Fashion accessories,75.54,62
SKU-12770,Cozy Minimalist Storage Box - Clear (V53),Home and lifestyle,77.87,'-2
SKU-12771,EcoLiving Ceramic Wall Clock - Grey,Home and lifestyle,42.78,2
SKU-12772,Vogue Denim Handbag - Black,Fashion accessories,38.28,1
SKU-12773,Essence Hydrating Deodorant - 150g,Health and beauty,34.41,12
SKU-12774,Glow Soothing Shampoo - Pack of 2,Health and beauty,60.4,4
SKU-12775,Aero Compact Tent - Red,Sports and travel,47.26,6
SKU-12776,ProFit Compact Backpack - Red,Sports and travel,33.53,4
SKU-12777,Classic Vintage Handbag - Silver (V48),Fashion accessories,8.02,27
SKU-12778,Clear Vitamin C Body Wash - Travel Size,Health and beauty,39.5,30
SKU-12779,Pure Spicy Juice - 1L,Food and beverages,11.93,2
SKU-12780,Eco Bluetooth Keyboard - Red (V41),Electronic accessories,30.1,14
SKU-12781,Cyber Wireless Charger - Silver,Electronic accessories,72.42,8
SKU-12782,Golden Spicy Honey - 500g,Food and beverages,16.47,11
SKU-12783,Urban Glass Vase - Black,Home and lifestyle,43.45,20
SKU-12784,Tasty Sweet Cereal - 500g,Food and beverages,1.11,14
SKU-12785,Zen Minimalist Table Lamp - Oak (V51),Home and lifestyle,23.67,7
SKU-12786,Daily Spicy Juice - 500ml (V87),Food and beverages,4.09,18
SKU-12787,Daily Salted Juice - 250g,Food and beverages,15.22,28
SKU-12788,Aero Durable Sleeping Bag - Neon Green,Sports and travel,74.27,75
SKU-12789,Nova Bluetooth Webcam - White,Electronic accessories,39.85,'-1118
SKU-12790,Daily Vegan Green Tea - 250g,Food and beverages,19.84,3
SKU-12791,Modern Wooden Table Lamp - Black,Home and lifestyle,9.93,3
SKU-12792,Giga Wireless Headphones - Black,Electronic accessories,13.24,10
SKU-12793,Retro Vintage Wallet - Rose Gold,Fashion accessories,75.17,130
SKU-12794,Aero Breathable Resistance Bands - Red,Sports and travel,37.93,13
SKU-12795,Summit Durable Tent - Neon Green,Sports and travel,49.23,30
SKU-12796,Pulse Slim Earbuds - Black,Electronic accessories,145.99,10
SKU-12797,Eco Wireless Headphones - Red,Electronic accessories,44.59,3
SKU-12798,Organic Spicy Coffee Beans - 1L,Food and beverages,3.89,10
SKU-12799,Derma Soothing Lip Balm - 150g,Health and beauty,64.01,7
SKU-12800,Cozy Minimalist Bed Sheets - Clear,Home and lifestyle,21.32,6
SKU-12801,Aero Ergonomic Resistance Bands - Orange,Sports and travel,61.36,20
SKU-12802,Retro Silk Backpack - Gold,Fashion accessories,11.24,15
SKU-12803,Peak Ergonomic Tent - Orange,Sports and travel,52.98,2
SKU-12804,Radiant Natural Sunscreen - 200ml,Health and beauty,54.73,89
SKU-12805,Cyber Bluetooth Adapter - Silver,Electronic accessories,29.01,10
SKU-12806,Summit Lightweight Dumbbells - Black,Sports and travel,33.23,1
SKU-12807,Clear Oil-Free Sunscreen - 100ml,Health and beauty,33.45,11
SKU-12808,Urban Leather Wallet - Navy,Fashion accessories,72.03,13
SKU-12809,Aura Organic Face Cream - Pack of 2 (V51),Health and beauty,54.17,4
SKU-12810,Vital Anti-Aging Conditioner - 50ml,Health and beauty,5.35,12
SKU-12811,Trek Ergonomic Resistance Bands - Blue (V64),Sports and travel,28.59,48
SKU-12812,Clear Oil-Free Sunscreen - 200ml,Health and beauty,71.63,17
SKU-12813,Cozy Ceramic Towel Set - Black,Home and lifestyle,62.25,13
SKU-12814,Vogue Leather Sunglasses - Navy,Fashion accessories,34.19,12
SKU-12815,Luxe Leather Scarf - Navy (V96),Fashion accessories,56.64,1
SKU-12816,Luxe Vintage Sunglasses - Gold,Fashion accessories,45.65,4
SKU-12817,Clear Vitamin C Deodorant - 150g (V72),Health and beauty,52.86,10
SKU-12818,Pure Oil-Free Body Wash - Pack of 2,Health and beauty,68.6,6
SKU-12819,Urban Ceramic Cushion - Clear,Home and lifestyle,20.72,3
SKU-12820,Modern Minimalist Vase - Grey,Home and lifestyle,35.97,8
SKU-12821,Eco Heavy Duty Adapter - Silver,Electronic accessories,49.06,20
SKU-12822,Pure Salted Coffee Beans - 1Kg,Food and beverages,16.76,12
SKU-12823,Velocity Durable Water Bottle - Orange,Sports and travel,76.4,60
SKU-12824,Motion Lightweight Sleeping Bag - Blue,Sports and travel,11.22,1
SKU-12825,Velocity Waterproof Yoga Mat - Orange (V17),Sports and travel,34.33,9
SKU-12826,LuxeHome Glass Picture Frame - Oak,Home and lifestyle,28.16,10
SKU-12827,Vogue Cotton Belt - Black,Fashion accessories,69.42,7
SKU-12828,Chic Denim Tie - Brown,Fashion accessories,28.99,8
SKU-12829,Cozy Minimalist Table Lamp - Clear,Home and lifestyle,9.18,5
SKU-12830,FarmFresh Spicy Cookies - 500g (V77),Food and beverages,2.15,7
SKU-12831,Trek Waterproof Tent - Neon Green,Sports and travel,10.66,40
SKU-12832,Eco Portable Keyboard - Grey,Electronic accessories,51.76,4
SKU-12833,Zen Wooden Table Lamp - Beige,Home and lifestyle,40.61,25
SKU-12834,Derma Natural Body Wash - 50ml,Health and beauty,30.64,20
SKU-12835,Giga Slim Mouse - Black,Electronic accessories,90.47,34
SKU-12836,Vogue Vintage Handbag - Rose Gold,Fashion accessories,17.09,18
SKU-12837,Cyber Bluetooth Adapter - Grey,Electronic accessories,72.48,14
SKU-12838,Smart Bluetooth Adapter - Red,Electronic accessories,98.98,147
SKU-12839,Active Lightweight Backpack - Blue,Sports and travel,47.65,23
SKU-12840,Summit Heavy-Duty Dumbbells - Orange,Sports and travel,38.58,4
SKU-12841,Vogue Polarized Gloves - Brown (V82),Fashion accessories,5.01,11
SKU-12842,Modern Rustic Table Lamp - Beige,Home and lifestyle,74.35,5
SKU-12843,Aero Breathable Dumbbells - Orange (V88),Sports and travel,32.42,1
SKU-12844,Vital Anti-Aging Body Lotion - 50ml (V73),Health and beauty,8.27,8
SKU-12845,Elite Cotton Backpack - Rose Gold,Fashion accessories,65.3,6
SKU-12846,Ultra Heavy Duty Earbuds - Silver,Electronic accessories,115.09,33
SKU-12847,Derma Natural Body Lotion - Travel Size,Health and beauty,43.26,22
SKU-12848,Classic Leather Wallet - Rose Gold,Fashion accessories,42.32,7
SKU-12849,Pulse Bluetooth Adapter - Grey,Electronic accessories,35.79,10
SKU-12850,Vital Soothing Lip Balm - 200ml,Health and beauty,47.21,12
SKU-12851,Smart Mini Charger - Blue (V90),Electronic accessories,138.72,13
SKU-12852,Smart Fast-Charging Webcam - Red,Electronic accessories,79.63,8
SKU-12853,Pulse Fast-Charging Adapter - Red,Electronic accessories,136.14,'-1
SKU-12854,Classic Rustic Wall Clock - White,Home and lifestyle,6.57,7
SKU-12855,Pure Spicy Olive Oil - 1Kg,Food and beverages,15.88,9
SKU-12856,Daily Sweet Olive Oil - Pack of 6,Food and beverages,11.71,8
SKU-12857,Peak Durable Travel Pillow - Orange,Sports and travel,46.78,8
SKU-12858,Classic Rustic Storage Box - White,Home and lifestyle,9.85,8
SKU-12859,Giga Bluetooth Cable - Red,Electronic accessories,128.74,14
SKU-12860,Ultra Mini Webcam - White,Electronic accessories,50.05,6
SKU-12861,Modern Wooden Vase - Beige (V18),Home and lifestyle,31.14,14
SKU-12862,Zen Minimalist Candle - Oak,Home and lifestyle,18.88,4
SKU-12863,Trek Ergonomic Water Bottle - Red,Sports and travel,49.28,5
SKU-12864,Pulse Fast-Charging Earbuds - Blue,Electronic accessories,95.74,13
SKU-12865,Velocity Heavy-Duty Sleeping Bag - Blue,Sports and travel,62.46,830
SKU-12866,Zen Stainless Steel Storage Box - Beige,Home and lifestyle,74.35,24
SKU-12867,Active Compact Yoga Mat - Red,Sports and travel,63.55,22
SKU-12868,Nature's Salted Cookies - 1Kg,Food and beverages,10.12,25
SKU-12869,Golden Vegan Cereal - 500ml,Food and beverages,5.45,5
SKU-12870,Vital Oil-Free Body Wash - Pack of 2,Health and beauty,7.94,6
SKU-12871,Aero Durable Tent - Orange,Sports and travel,38.17,8
SKU-12872,Golden Crunchy Pasta - 500g,Food and beverages,19.04,10
SKU-12873,Tasty Crunchy Chocolate - 1L,Food and beverages,9.07,16
SKU-12874,ProFit Waterproof Water Bottle - Orange,Sports and travel,59.93,3
SKU-12875,Vogue Canvas Hat - Black,Fashion accessories,19.29,8
SKU-12876,Pure Gluten-Free Coffee Beans - Pack of 6,Food and beverages,4.14,2
SKU-12877,Vital Hydrating Body Lotion - 200ml,Health and beauty,33.17,3
SKU-12878,Trendy Silk Sunglasses - Navy,Fashion accessories,64.64,9
SKU-12879,Eco Wireless Power Bank - Red,Electronic accessories,14.18,7
SKU-12880,Daily Vegan Juice - Pack of 6,Food and beverages,4.49,9
SKU-12881,Pure Vitamin C Lip Balm - Pack of 2,Health and beauty,43.34,13
SKU-12882,Derma Hydrating Face Cream - 100ml,Health and beauty,27.72,9
SKU-12883,Daily Crunchy Pasta - 500g,Food and beverages,6.48,13
SKU-12884,FarmFresh Vegan Chocolate - 250g,Food and beverages,10.5,'-1
SKU-12885,Daily Crunchy Pasta - Pack of 6,Food and beverages,3.25,8
SKU-12886,Urban Rustic Coffee Mug - Grey,Home and lifestyle,76.6,3
SKU-12887,Daily Crunchy Honey - 1L,Food and beverages,2.89,1
SKU-12888,Retro Silk Handbag - Navy,Fashion accessories,38.71,3
SKU-12889,Cozy Ceramic Bed Sheets - Oak,Home and lifestyle,12.4,2
SKU-12890,Radiant Oil-Free Perfume - Pack of 2,Health and beauty,74.6,1
SKU-12891,FarmFresh Roasted Juice - 1L (V64),Food and beverages,11.7,2
SKU-12892,Ultra Bluetooth Mouse - Silver,Electronic accessories,15.89,3
SKU-12893,EcoLiving Cotton Cushion - Clear,Home and lifestyle,18.88,6
SKU-12894,Ultra Heavy Duty Earbuds - Grey,Electronic accessories,55.23,2
SKU-12895,FarmFresh Gluten-Free Coffee Beans - 500ml,Food and beverages,7.38,8
SKU-12896,Clear Soothing Perfume - 150g,Health and beauty,62.79,7
SKU-12897,ProFit Lightweight Water Bottle - Black,Sports and travel,74.06,9
SKU-12898,Luxe Denim Watch - Navy,Fashion accessories,20.56,10
SKU-12899,TechPro Fast-Charging Speaker - Black,Electronic accessories,72.06,5
SKU-12900,FarmFresh Sweet Honey - 1L (V39),Food and beverages,7.44,14
SKU-12901,TechPro Heavy Duty Headphones - White,Electronic accessories,48.93,7
SKU-12902,Urban Ceramic Candle - Oak,Home and lifestyle,35.46,7
SKU-12903,Premium Salted Olive Oil - Pack of 6,Food and beverages,5.76,9
SKU-12904,Motion Waterproof Dumbbells - Grey,Sports and travel,8.83,6
SKU-12905,Trendy Silk Sunglasses - Gold (V83),Fashion accessories,7.65,2
SKU-12906,ProFit Lightweight Yoga Mat - Black,Sports and travel,31.37,9
SKU-12907,Zen Glass Picture Frame - Oak,Home and lifestyle,11.83,12
SKU-12908,LuxeHome Stainless Steel Candle - Beige,Home and lifestyle,46.97,4
SKU-12909,Glow Anti-Aging Deodorant - 150g,Health and beauty,25.92,5
SKU-12910,Smart Mini Power Bank - Silver (V63),Electronic accessories,59.67,1
